Mod:Item:MetaData, Localized Name
BiblioCraft:item.seatBack4:6, Каркасная спинка стула
BiblioCraft:item.seatBack5:0, Дубовая спинка стула
BiblioCraft:item.seatBack5:1, Еловая спинка стула
BiblioCraft:item.seatBack5:2, Берёзовая спинка стула
BiblioCraft:item.seatBack5:3, Спинка стула из тропического дерева
BiblioCraft:item.seatBack5:4, Спинка стула из акации
BiblioCraft:item.seatBack5:5, Спинка стула из тёмного дуба
BiblioCraft:item.seatBack5:6, Каркасная спинка стула
BiblioCraft:item.BiblioMapTool, Циркуль
BiblioCraft:item.BiblioWayPointCompass, Координатный компас
BigReactors:BRIngot:0, Йеллориумовый слиток
BigReactors:BRIngot:1, Цианитовый слиток
BigReactors:BRIngot:2, Графитовый слиток
BigReactors:BRIngot:3, Блутониевый слиток
BigReactors:BRIngot:4, Йеллориумовая пыль
BigReactors:BRIngot:5, Цианитовая пыль
BigReactors:BRIngot:6, Графитовая пыль
BigReactors:BRIngot:7, Блутониевая пыль
BigReactors:BRIngot:8, Лудикритовый слиток
BigReactors:BRIngot:9, Лудикритовая пыль
BigReactors:bucketYellorium, Ведро жидкого йеллориума
BigReactors:bucketCyanite, Ведро жидкого цианита
BigReactors:BRDebugTool, Инструмент диагностики BeefTronic™
BinnieCore:containerBucket:128, Ведро живицы
BinnieCore:containerBucket:129, Ведро смолы
BinnieCore:containerBucket:130, Ведро резины
BinnieCore:containerBucket:131, Ведро скипидара
BinnieCore:containerBucket:64, Ведро растворителя
BinnieCore:containerBucket:65, Ведро яда
BinnieCore:containerBucket:66, Ведро нитрогена
BinnieCore:containerCapsule:128, Капсула живицы
BinnieCore:containerCapsule:129, Капсула смолы
BinnieCore:containerCapsule:130, Капсула резины
BinnieCore:containerCapsule:131, Капсула скипидара
BinnieCore:containerCapsule:64, Капсула растворителя
BinnieCore:containerCapsule:65, Капсула яда
BinnieCore:containerCapsule:66, Капсула нитрогена
BinnieCore:containerRefractory:64, Капсула растворителя
BinnieCore:containerRefractory:65, Капсула яда
BinnieCore:containerRefractory:66, Капсула нитрогена
BinnieCore:containerCan:128, Банка живицы
BinnieCore:containerCan:129, Банка смолы
BinnieCore:containerCan:130, Банка резины
BinnieCore:containerCan:131, Банка скипидара
BinnieCore:containerCan:64, Банка растворителя
BinnieCore:containerCan:65, Банка яда
BinnieCore:containerCan:66, Банка нитрогена
BinnieCore:containerCylinder:768, Баллон с питательной средой
BinnieCore:containerCylinder:769, Баллон бактерии
BinnieCore:containerCylinder:770, Баллон полимеризированной бактерии
BinnieCore:containerCylinder:771, Баллон сырой ДНК
BinnieCore:containerCylinder:772, Баллон бактерии вектор
BinnieCore:genesis, item.genesis.name
BinnieCore:fieldKit, item.fieldKit.name
Botany:database, item.database.name
Botany:trowelWood, Деревянный совок
Botany:trowelStone, Каменный совок
Botany:trowelIron, Железный совок
Botany:trowelDiamond, Алмазный совок
Botany:trowelGold, Золотой совок
Botany:insulatedTube:0, Медная изолирующая лампа
Botany:insulatedTube:128, Медная изолирующая лампа
Botany:insulatedTube:256, Медная изолирующая лампа
Botany:insulatedTube:384, Медная изолирующая лампа
Botany:insulatedTube:512, Медная изолирующая лампа
Botany:insulatedTube:640, Медная изолирующая лампа
Botany:insulatedTube:1, Оловяная изолирующая лампа
Botany:insulatedTube:129, Оловяная изолирующая лампа
Botany:insulatedTube:257, Оловяная изолирующая лампа
Botany:insulatedTube:385, Оловяная изолирующая лампа
Botany:insulatedTube:513, Оловяная изолирующая лампа
Botany:insulatedTube:641, Оловяная изолирующая лампа
Botany:insulatedTube:2, Бронзовая изолирующая лампа
Botany:insulatedTube:130, Бронзовая изолирующая лампа
Botany:insulatedTube:258, Бронзовая изолирующая лампа
Botany:insulatedTube:386, Бронзовая изолирующая лампа
Botany:insulatedTube:514, Бронзовая изолирующая лампа
Botany:insulatedTube:642, Бронзовая изолирующая лампа
Botany:insulatedTube:3, Железная изолирующая лампа
Botany:insulatedTube:131, Железная изолирующая лампа
Botany:insulatedTube:259, Железная изолирующая лампа
Botany:insulatedTube:387, Железная изолирующая лампа
Botany:insulatedTube:515, Железная изолирующая лампа
Botany:insulatedTube:643, Железная изолирующая лампа
Botany:soilMeter, item.soilMeter.name
Botany:misc:0, Измельченная зола
Botany:misc:1, Измельченная древесная масса
Botany:misc:2, Измельченная мульча
Botany:misc:3, Измельченная сера
Botany:misc:4, Измельченное удобрение
Botany:misc:5, Измельченный компост
Botany:misc:6, Известковый раствор
Botany:misc:7, Средство от сорняков
Botany:pigment:0, Краситель
Botany:pigment:1, Краситель
Botany:pigment:2, Краситель
Botany:pigment:3, Краситель
Botany:pigment:4, Краситель
Botany:pigment:5, Краситель
Botany:pigment:6, Краситель
Botany:pigment:7, Краситель
Botany:pigment:8, Краситель
Botany:pigment:9, Краситель
Botany:pigment:10, Краситель
Botany:pigment:11, Краситель
Botany:pigment:12, Краситель
Botany:pigment:13, Краситель
Botany:pigment:14, Краситель
Botany:pigment:15, Краситель
Botany:pigment:16, Краситель
Botany:pigment:17, Краситель
Botany:pigment:18, Краситель
Botany:pigment:19, Краситель
Botany:pigment:20, Краситель
Botany:pigment:21, Краситель
Botany:pigment:22, Краситель
Botany:pigment:23, Краситель
Botany:pigment:24, Краситель
Botany:pigment:25, Краситель
Botany:pigment:26, Краситель
Botany:pigment:27, Краситель
Botany:pigment:28, Краситель
Botany:pigment:29, Краситель
Botany:pigment:30, Краситель
Botany:pigment:31, Краситель
Botany:pigment:32, Краситель
Botany:pigment:33, Краситель
Botany:pigment:34, Краситель
Botany:pigment:35, Краситель
Botany:pigment:36, Краситель
Botany:pigment:37, Краситель
Botany:pigment:38, Краситель
Botany:pigment:39, Краситель
Botany:pigment:40, Краситель
Botany:pigment:41, Краситель
Botany:pigment:42, Краситель
Botany:pigment:43, Краситель
Botany:pigment:44, Краситель
Botany:pigment:45, Краситель
Botany:pigment:46, Краситель
Botany:pigment:47, Краситель
Botany:pigment:48, Краситель
Botany:pigment:49, Краситель
Botany:pigment:50, Краситель
Botany:pigment:51, Краситель
Botany:pigment:52, Краситель
Botany:pigment:53, Краситель
Botany:pigment:54, Краситель
Botany:pigment:55, Краситель
Botany:pigment:56, Краситель
Botany:pigment:57, Краситель
Botany:pigment:58, Краситель
Botany:pigment:59, Краситель
Botany:pigment:60, Краситель
Botany:pigment:61, Краситель
Botany:pigment:62, Краситель
Botany:pigment:63, Краситель
Botany:pigment:64, Краситель
Botany:pigment:65, Краситель
Botany:pigment:66, Краситель
Botany:pigment:67, Краситель
Botany:pigment:68, Краситель
Botany:pigment:69, Краситель
Botany:pigment:70, Краситель
Botany:pigment:71, Краситель
Botany:pigment:72, Краситель
Botany:pigment:73, Краситель
Botany:pigment:74, Краситель
Botany:pigment:75, Краситель
Botany:pigment:76, Краситель
Botany:pigment:77, Краситель
Botany:pigment:78, Краситель
Botany:pigment:79, Краситель
Botany:clay:0, Глиняный порошок
Botany:clay:1, Глиняный порошок
Botany:clay:2, Глиняный порошок
Botany:clay:3, Глиняный порошок
Botany:clay:4, Глиняный порошок
Botany:clay:5, Глиняный порошок
Botany:clay:6, Глиняный порошок
Botany:clay:7, Глиняный порошок
Botany:clay:8, Глиняный порошок
Botany:clay:9, Глиняный порошок
Botany:clay:10, Глиняный порошок
Botany:clay:11, Глиняный порошок
Botany:clay:12, Глиняный порошок
Botany:clay:13, Глиняный порошок
Botany:clay:14, Глиняный порошок
Botany:clay:15, Глиняный порошок
Botany:clay:16, Глиняный порошок
Botany:clay:17, Глиняный порошок
Botany:clay:18, Глиняный порошок
Botany:clay:19, Глиняный порошок
Botany:clay:20, Глиняный порошок
Botany:clay:21, Глиняный порошок
Botany:clay:22, Глиняный порошок
Botany:clay:23, Глиняный порошок
Botany:clay:24, Глиняный порошок
Botany:clay:25, Глиняный порошок
Botany:clay:26, Глиняный порошок
Botany:clay:27, Глиняный порошок
Botany:clay:28, Глиняный порошок
Botany:clay:29, Глиняный порошок
Botany:clay:30, Глиняный порошок
Botany:clay:31, Глиняный порошок
Botany:clay:32, Глиняный порошок
Botany:clay:33, Глиняный порошок
Botany:clay:34, Глиняный порошок
Botany:clay:35, Глиняный порошок
Botany:clay:36, Глиняный порошок
Botany:clay:37, Глиняный порошок
Botany:clay:38, Глиняный порошок
Botany:clay:39, Глиняный порошок
Botany:clay:40, Глиняный порошок
Botany:clay:41, Глиняный порошок
Botany:clay:42, Глиняный порошок
Botany:clay:43, Глиняный порошок
Botany:clay:44, Глиняный порошок
Botany:clay:45, Глиняный порошок
Botany:clay:46, Глиняный порошок
Botany:clay:47, Глиняный порошок
Botany:clay:48, Глиняный порошок
Botany:clay:49, Глиняный порошок
Botany:clay:50, Глиняный порошок
Botany:clay:51, Глиняный порошок
Botany:clay:52, Глиняный порошок
Botany:clay:53, Глиняный порошок
Botany:clay:54, Глиняный порошок
